chieff,FI,FA,HI,HA,LI,LA,FI0p5,FA0p5,HI0p5,HA0p5,LI0p5,LA0p5
-0.767,0.010299999999999991,0,0.037299999999999965,0,9999999999999991e-20,0,0.014799999999999987,0,0.04479999999999996,0,0.001099999999999999,0
-0.766,0.010299999999999991,0,0.037299999999999965,0,9999999999999991e-20,0,0.014799999999999987,0,0.04479999999999996,0,0.001099999999999999,0
-0.765,0.010299999999999991,0,0.037299999999999965,0,9999999999999991e-20,0,0.014799999999999987,0,0.04479999999999996,0,0.001099999999999999,0
-0.764,0.010299999999999991,0,0.037299999999999965,0,9999999999999991e-20,0,0.014799999999999987,0,0.04479999999999996,0,0.001099999999999999,0
-0.763,0.010299999999999991,0,0.037299999999999965,0,9999999999999991e-20,0,0.014799999999999987,0,0.04479999999999996,0,0.001099999999999999,0
-0.762,0.010299999999999991,0,0.037299999999999965,0,9999999999999991e-20,0,0.014799999999999987,0,0.04479999999999996,0,0.001099999999999999,0
-0.761,0.010299999999999991,0,0.037299999999999965,0,9999999999999991e-20,0,0.014799999999999987,0,0.04479999999999996,0,0.001099999999999999,0
-0.76,0.012499999999999989,0,0.04279999999999996,0,0.0005999999999999994,0,0.015699999999999985,0,0.047399999999999956,0,0.0004999999999999996,0
-0.759,0.012499999999999989,0,0.04279999999999996,0,0.0005999999999999994,0,0.015699999999999985,0,0.047399999999999956,0,0.0004999999999999996,0
-0.758,0.012499999999999989,0,0.04279999999999996,0,0.0005999999999999994,0,0.015699999999999985,0,0.047399999999999956,0,0.0004999999999999996,0
-0.757,0.012499999999999989,0,0.04279999999999996,0,0.0005999999999999994,0,0.015699999999999985,0,0.047399999999999956,0,0.0004999999999999996,0
-0.756,0.012499999999999989,0,0.04279999999999996,0,0.0005999999999999994,0,0.015699999999999985,0,0.047399999999999956,0,0.0004999999999999996,0
-0.755,0.012499999999999989,0,0.04279999999999996,0,0.0005999999999999994,0,0.015699999999999985,0,0.047399999999999956,0,0.0004999999999999996,0
-0.754,0.012499999999999989,0,0.04279999999999996,0,0.0005999999999999994,0,0.015699999999999985,0,0.047399999999999956,0,0.0004999999999999996,0
-0.753,0.012499999999999989,0,0.04279999999999996,0,0.0005999999999999994,0,0.015699999999999985,0,0.047399999999999956,0,0.0004999999999999996,0
-0.752,0.012499999999999989,0,0.04279999999999996,0,0.0005999999999999994,0,0.015699999999999985,0,0.047399999999999956,0,0.0004999999999999996,0
-0.751,0.012499999999999989,0,0.04279999999999996,0,0.0005999999999999994,0,0.015699999999999985,0,0.047399999999999956,0,0.0004999999999999996,0
-0.75,0.014599999999999986,0,0.04309999999999996,0,0.0008999999999999992,0,0.02109999999999998,0,0.05519999999999995,0,0.0015999999999999986,0
-0.749,0.014599999999999986,0,0.04309999999999996,0,0.0008999999999999992,0,0.02109999999999998,0,0.05519999999999995,0,0.0015999999999999986,0
-0.748,0.014599999999999986,0,0.04309999999999996,0,0.0008999999999999992,0,0.02109999999999998,0,0.05519999999999995,0,0.0015999999999999986,0
-0.747,0.014599999999999986,0,0.04309999999999996,0,0.0008999999999999992,0,0.02109999999999998,0,0.05519999999999995,0,0.0015999999999999986,0
-0.746,0.014599999999999986,0,0.04309999999999996,0,0.0008999999999999992,0,0.02109999999999998,0,0.05519999999999995,0,0.0015999999999999986,0
-0.745,0.014599999999999986,0,0.04309999999999996,0,0.0008999999999999992,0,0.02109999999999998,0,0.05519999999999995,0,0.0015999999999999986,0
-0.744,0.014599999999999986,0,0.04309999999999996,0,0.0008999999999999992,0,0.02109999999999998,0,0.05519999999999995,0,0.0015999999999999986,0
-0.743,0.014599999999999986,0,0.04309999999999996,0,0.0008999999999999992,0,0.02109999999999998,0,0.05519999999999995,0,0.0015999999999999986,0
-0.742,0.014599999999999986,0,0.04309999999999996,0,0.0008999999999999992,0,0.02109999999999998,0,0.05519999999999995,0,0.0015999999999999986,0
-0.741,0.014599999999999986,0,0.04309999999999996,0,0.0008999999999999992,0,0.02109999999999998,0,0.05519999999999995,0,0.0015999999999999986,0
-0.74,0.015999999999999986,0,0.05129999999999996,0,0.0009999999999999992,0,0.02339999999999998,0,0.05799999999999995,0,0.0016999999999999984,0
-0.739,0.015999999999999986,0,0.05129999999999996,0,0.0009999999999999992,0,0.02339999999999998,0,0.05799999999999995,0,0.0016999999999999984,0
-0.738,0.015999999999999986,0,0.05129999999999996,0,0.0009999999999999992,0,0.02339999999999998,0,0.05799999999999995,0,0.0016999999999999984,0
-0.737,0.015999999999999986,0,0.05129999999999996,0,0.0009999999999999992,0,0.02339999999999998,0,0.05799999999999995,0,0.0016999999999999984,0
-0.736,0.015999999999999986,0,0.05129999999999996,0,0.0009999999999999992,0,0.02339999999999998,0,0.05799999999999995,0,0.0016999999999999984,0
-0.735,0.015999999999999986,0,0.05129999999999996,0,0.0009999999999999992,0,0.02339999999999998,0,0.05799999999999995,0,0.0016999999999999984,0
-0.734,0.015999999999999986,0,0.05129999999999996,0,0.0009999999999999992,0,0.02339999999999998,0,0.05799999999999995,0,0.0016999999999999984,0
-0.733,0.015999999999999986,0,0.05129999999999996,0,0.0009999999999999992,0,0.02339999999999998,0,0.05799999999999995,0,0.0016999999999999984,0
-0.732,0.015999999999999986,0,0.05129999999999996,0,0.0009999999999999992,0,0.02339999999999998,0,0.05799999999999995,0,0.0016999999999999984,0
-0.731,0.015999999999999986,0,0.05129999999999996,0,0.0009999999999999992,0,0.02339999999999998,0,0.05799999999999995,0,0.0016999999999999984,0
-0.73,0.020599999999999983,0,0.05629999999999995,0,0.0016999999999999984,0,0.027499999999999976,0,0.07319999999999993,0,0.0019999999999999983,0
-0.729,0.020599999999999983,0,0.05629999999999995,0,0.0016999999999999984,0,0.027499999999999976,0,0.07319999999999993,0,0.0019999999999999983,0
-0.728,0.020599999999999983,0,0.05629999999999995,0,0.0016999999999999984,0,0.027499999999999976,0,0.07319999999999993,0,0.0019999999999999983,0
-0.727,0.020599999999999983,0,0.05629999999999995,0,0.0016999999999999984,0,0.027499999999999976,0,0.07319999999999993,0,0.0019999999999999983,0
-0.726,0.020599999999999983,0,0.05629999999999995,0,0.0016999999999999984,0,0.027499999999999976,0,0.07319999999999993,0,0.0019999999999999983,0
-0.725,0.020599999999999983,0,0.05629999999999995,0,0.0016999999999999984,0,0.027499999999999976,0,0.07319999999999993,0,0.0019999999999999983,0
-0.724,0.020599999999999983,0,0.05629999999999995,0,0.0016999999999999984,0,0.027499999999999976,0,0.07319999999999993,0,0.0019999999999999983,0
-0.723,0.020599999999999983,0,0.05629999999999995,0,0.0016999999999999984,0,0.027499999999999976,0,0.07319999999999993,0,0.0019999999999999983,0
-0.722,0.020599999999999983,0,0.05629999999999995,0,0.0016999999999999984,0,0.027499999999999976,0,0.07319999999999993,0,0.0019999999999999983,0
-0.721,0.020599999999999983,0,0.05629999999999995,0,0.0016999999999999984,0,0.027499999999999976,0,0.07319999999999993,0,0.0019999999999999983,0
-0.72,0.026299999999999976,0,0.061099999999999946,0,0.0019999999999999983,0,0.029199999999999973,0,0.08119999999999993,0,0.0025999999999999977,0
-0.719,0.026299999999999976,0,0.061099999999999946,0,0.0019999999999999983,0,0.029199999999999973,0,0.08119999999999993,0,0.0025999999999999977,0
-0.718,0.026299999999999976,0,0.061099999999999946,0,0.0019999999999999983,0,0.029199999999999973,0,0.08119999999999993,0,0.0025999999999999977,0
-0.717,0.026299999999999976,0,0.061099999999999946,0,0.0019999999999999983,0,0.029199999999999973,0,0.08119999999999993,0,0.0025999999999999977,0
-0.716,0.026299999999999976,0,0.061099999999999946,0,0.0019999999999999983,0,0.029199999999999973,0,0.08119999999999993,0,0.0025999999999999977,0
-0.715,0.026299999999999976,0,0.061099999999999946,0,0.0019999999999999983,0,0.029199999999999973,0,0.08119999999999993,0,0.0025999999999999977,0
-0.714,0.026299999999999976,0,0.061099999999999946,0,0.0019999999999999983,0,0.029199999999999973,0,0.08119999999999993,0,0.0025999999999999977,0
-0.713,0.026299999999999976,0,0.061099999999999946,0,0.0019999999999999983,0,0.029199999999999973,0,0.08119999999999993,0,0.0025999999999999977,0
-0.712,0.026299999999999976,0,0.061099999999999946,0,0.0019999999999999983,0,0.029199999999999973,0,0.08119999999999993,0,0.0025999999999999977,0
-0.711,0.026299999999999976,0,0.061099999999999946,0,0.0019999999999999983,0,0.029199999999999973,0,0.08119999999999993,0,0.0025999999999999977,0
-0.71,0.025399999999999978,0,0.07029999999999993,0,0.0012999999999999989,0,0.03519999999999997,0,0.08569999999999992,0,0.002299999999999998,0
-0.709,0.025399999999999978,0,0.07029999999999993,0,0.0012999999999999989,0,0.03519999999999997,0,0.08569999999999992,0,0.002299999999999998,0
-0.708,0.025399999999999978,0,0.07029999999999993,0,0.0012999999999999989,0,0.03519999999999997,0,0.08569999999999992,0,0.002299999999999998,0
-0.707,0.025399999999999978,0,0.07029999999999993,0,0.0012999999999999989,0,0.03519999999999997,0,0.08569999999999992,0,0.002299999999999998,0
-0.706,0.025399999999999978,0,0.07029999999999993,0,0.0012999999999999989,0,0.03519999999999997,0,0.08569999999999992,0,0.002299999999999998,0
-0.705,0.025399999999999978,0,0.07029999999999993,0,0.0012999999999999989,0,0.03519999999999997,0,0.08569999999999992,0,0.002299999999999998,0
-0.704,0.025399999999999978,0,0.07029999999999993,0,0.0012999999999999989,0,0.03519999999999997,0,0.08569999999999992,0,0.002299999999999998,0
-0.703,0.025399999999999978,0,0.07029999999999993,0,0.0012999999999999989,0,0.03519999999999997,0,0.08569999999999992,0,0.002299999999999998,0
-0.702,0.025399999999999978,0,0.07029999999999993,0,0.0012999999999999989,0,0.03519999999999997,0,0.08569999999999992,0,0.002299999999999998,0
-0.701,0.025399999999999978,0,0.07029999999999993,0,0.0012999999999999989,0,0.03519999999999997,0,0.08569999999999992,0,0.002299999999999998,0
-0.7,0.026999999999999975,0,0.07719999999999994,0,0.002199999999999998,0,0.042099999999999964,0,0.09789999999999992,0,0.0030999999999999973,0
-0.699,0.026999999999999975,0,0.07719999999999994,0,0.002199999999999998,0,0.042099999999999964,0,0.09789999999999992,0,0.0030999999999999973,0
-0.698,0.026999999999999975,0,0.07719999999999994,0,0.002199999999999998,0,0.042099999999999964,0,0.09789999999999992,0,0.0030999999999999973,0
-0.697,0.026999999999999975,0,0.07719999999999994,0,0.002199999999999998,0,0.042099999999999964,0,0.09789999999999992,0,0.0030999999999999973,0
-0.696,0.026999999999999975,0,0.07719999999999994,0,0.002199999999999998,0,0.042099999999999964,0,0.09789999999999992,0,0.0030999999999999973,0
-0.695,0.026999999999999975,0,0.07719999999999994,0,0.002199999999999998,0,0.042099999999999964,0,0.09789999999999992,0,0.0030999999999999973,0
-0.694,0.026999999999999975,0,0.07719999999999994,0,0.002199999999999998,0,0.042099999999999964,0,0.09789999999999992,0,0.0030999999999999973,0
-0.693,0.026999999999999975,0,0.07719999999999994,0,0.002199999999999998,0,0.042099999999999964,0,0.09789999999999992,0,0.0030999999999999973,0
-0.692,0.026999999999999975,0,0.07719999999999994,0,0.002199999999999998,0,0.042099999999999964,0,0.09789999999999992,0,0.0030999999999999973,0
-0.691,0.026999999999999975,0,0.07719999999999994,0,0.002199999999999998,0,0.042099999999999964,0,0.09789999999999992,0,0.0030999999999999973,0
-0.69,0.03310000000000034,0,0.08420000000000086,0,0.0024000000000000245,0,0.04250000000000043,0,0.10330000000000106,0,0.004800000000000049,0
-0.689,0.03310000000000034,0,0.08420000000000086,0,0.0024000000000000245,0,0.04250000000000043,0,0.10330000000000106,0,0.004800000000000049,0
-0.688,0.03310000000000034,0,0.08420000000000086,0,0.0024000000000000245,0,0.04250000000000043,0,0.10330000000000106,0,0.004800000000000049,0
-0.687,0.03310000000000034,0,0.08420000000000086,0,0.0024000000000000245,0,0.04250000000000043,0,0.10330000000000106,0,0.004800000000000049,0
-0.686,0.03310000000000034,0,0.08420000000000086,0,0.0024000000000000245,0,0.04250000000000043,0,0.10330000000000106,0,0.004800000000000049,0
-0.685,0.03310000000000034,0,0.08420000000000086,0,0.0024000000000000245,0,0.04250000000000043,0,0.10330000000000106,0,0.004800000000000049,0
-0.684,0.03310000000000034,0,0.08420000000000086,0,0.0024000000000000245,0,0.04250000000000043,0,0.10330000000000106,0,0.004800000000000049,0
-0.683,0.03310000000000034,0,0.08420000000000086,0,0.0024000000000000245,0,0.04250000000000043,0,0.10330000000000106,0,0.004800000000000049,0
-0.682,0.03310000000000034,0,0.08420000000000086,0,0.0024000000000000245,0,0.04250000000000043,0,0.10330000000000106,0,0.004800000000000049,0
-0.681,0.03310000000000034,0,0.08420000000000086,0,0.0024000000000000245,0,0.04250000000000043,0,0.10330000000000106,0,0.004800000000000049,0
-0.68,0.03359999999999997,0,0.09269999999999992,0,0.003299999999999997,0,0.052399999999999954,0,0.1142999999999999,0,0.005199999999999995,0
-0.679,0.03359999999999997,0,0.09269999999999992,0,0.003299999999999997,0,0.052399999999999954,0,0.1142999999999999,0,0.005199999999999995,0
-0.678,0.03359999999999997,0,0.09269999999999992,0,0.003299999999999997,0,0.052399999999999954,0,0.1142999999999999,0,0.005199999999999995,0
-0.677,0.03359999999999997,0,0.09269999999999992,0,0.003299999999999997,0,0.052399999999999954,0,0.1142999999999999,0,0.005199999999999995,0
-0.676,0.03359999999999997,0,0.09269999999999992,0,0.003299999999999997,0,0.052399999999999954,0,0.1142999999999999,0,0.005199999999999995,0
-0.675,0.03359999999999997,0,0.09269999999999992,0,0.003299999999999997,0,0.052399999999999954,0,0.1142999999999999,0,0.005199999999999995,0
-0.674,0.03359999999999997,0,0.09269999999999992,0,0.003299999999999997,0,0.052399999999999954,0,0.1142999999999999,0,0.005199999999999995,0
-0.673,0.03359999999999997,0,0.09269999999999992,0,0.003299999999999997,0,0.052399999999999954,0,0.1142999999999999,0,0.005199999999999995,0
-0.672,0.03359999999999997,0,0.09269999999999992,0,0.003299999999999997,0,0.052399999999999954,0,0.1142999999999999,0,0.005199999999999995,0
-0.671,0.03359999999999997,0,0.09269999999999992,0,0.003299999999999997,0,0.052399999999999954,0,0.1142999999999999,0,0.005199999999999995,0
-0.67,0.036999999999999963,0,0.09859999999999991,0,0.0037999999999999965,0,0.05399999999999995,0,0.1251999999999999,0,0.006099999999999994,0
-0.669,0.036999999999999963,0,0.09859999999999991,0,0.0037999999999999965,0,0.05399999999999995,0,0.1251999999999999,0,0.006099999999999994,0
-0.668,0.036999999999999963,0,0.09859999999999991,0,0.0037999999999999965,0,0.05399999999999995,0,0.1251999999999999,0,0.006099999999999994,0
-0.667,0.036999999999999963,0,0.09859999999999991,0,0.0037999999999999965,0,0.05399999999999995,0,0.1251999999999999,0,0.006099999999999994,0
-0.666,0.036999999999999963,0,0.09859999999999991,0,0.0037999999999999965,0,0.05399999999999995,0,0.1251999999999999,0,0.006099999999999994,0
-0.665,0.036999999999999963,0,0.09859999999999991,0,0.0037999999999999965,0,0.05399999999999995,0,0.1251999999999999,0,0.006099999999999994,0
-0.664,0.036999999999999963,0,0.09859999999999991,0,0.0037999999999999965,0,0.05399999999999995,0,0.1251999999999999,0,0.006099999999999994,0
-0.663,0.036999999999999963,0,0.09859999999999991,0,0.0037999999999999965,0,0.05399999999999995,0,0.1251999999999999,0,0.006099999999999994,0
-0.662,0.036999999999999963,0,0.09859999999999991,0,0.0037999999999999965,0,0.05399999999999995,0,0.1251999999999999,0,0.006099999999999994,0
-0.661,0.036999999999999963,0,0.09859999999999991,0,0.0037999999999999965,0,0.05399999999999995,0,0.1251999999999999,0,0.006099999999999994,0
-0.66,0.04279999999999996,0,0.1064999999999999,0,0.004099999999999996,0,0.06259999999999995,0,0.13699999999999987,0,0.007299999999999993,0
-0.659,0.04279999999999996,0,0.1064999999999999,0,0.004099999999999996,0,0.06259999999999995,0,0.13699999999999987,0,0.007299999999999993,0
-0.658,0.04279999999999996,0,0.1064999999999999,0,0.004099999999999996,0,0.06259999999999995,0,0.13699999999999987,0,0.007299999999999993,0
-0.657,0.04279999999999996,0,0.1064999999999999,0,0.004099999999999996,0,0.06259999999999995,0,0.13699999999999987,0,0.007299999999999993,0
-0.656,0.04279999999999996,0,0.1064999999999999,0,0.004099999999999996,0,0.06259999999999995,0,0.13699999999999987,0,0.007299999999999993,0
-0.655,0.04279999999999996,0,0.1064999999999999,0,0.004099999999999996,0,0.06259999999999995,0,0.13699999999999987,0,0.007299999999999993,0
-0.654,0.04279999999999996,0,0.1064999999999999,0,0.004099999999999996,0,0.06259999999999995,0,0.13699999999999987,0,0.007299999999999993,0
-0.653,0.04279999999999996,0,0.1064999999999999,0,0.004099999999999996,0,0.06259999999999995,0,0.13699999999999987,0,0.007299999999999993,0
-0.652,0.04279999999999996,0,0.1064999999999999,0,0.004099999999999996,0,0.06259999999999995,0,0.13699999999999987,0,0.007299999999999993,0
-0.651,0.04279999999999996,0,0.1064999999999999,0,0.004099999999999996,0,0.06259999999999995,0,0.13699999999999987,0,0.007299999999999993,0
-0.65,0.049499999999999954,0,0.1203999999999999,0,0.004399999999999996,0,0.07269999999999993,0,0.14599999999999988,0,0.010299999999999991,0
-0.649,0.049499999999999954,0,0.1203999999999999,0,0.004399999999999996,0,0.07269999999999993,0,0.14599999999999988,0,0.010299999999999991,0
-0.648,0.049499999999999954,0,0.1203999999999999,0,0.004399999999999996,0,0.07269999999999993,0,0.14599999999999988,0,0.010299999999999991,0
-0.647,0.049499999999999954,0,0.1203999999999999,0,0.004399999999999996,0,0.07269999999999993,0,0.14599999999999988,0,0.010299999999999991,0
-0.646,0.049499999999999954,0,0.1203999999999999,0,0.004399999999999996,0,0.07269999999999993,0,0.14599999999999988,0,0.010299999999999991,0
-0.645,0.049499999999999954,0,0.1203999999999999,0,0.004399999999999996,0,0.07269999999999993,0,0.14599999999999988,0,0.010299999999999991,0
-0.644,0.049499999999999954,0,0.1203999999999999,0,0.004399999999999996,0,0.07269999999999993,0,0.14599999999999988,0,0.010299999999999991,0
-0.643,0.049499999999999954,0,0.1203999999999999,0,0.004399999999999996,0,0.07269999999999993,0,0.14599999999999988,0,0.010299999999999991,0
-0.642,0.049499999999999954,0,0.1203999999999999,0,0.004399999999999996,0,0.07269999999999993,0,0.14599999999999988,0,0.010299999999999991,0
-0.641,0.049499999999999954,0,0.1203999999999999,0,0.004399999999999996,0,0.07269999999999993,0,0.14599999999999988,0,0.010299999999999991,0
-0.64,0.050799999999999956,0,0.1266999999999999,0,0.006899999999999994,0,0.08039999999999993,0,0.16219999999999984,0,0.01099999999999999,0
-0.639,0.050799999999999956,0,0.1266999999999999,0,0.006899999999999994,0,0.08039999999999993,0,0.16219999999999984,0,0.01099999999999999,0
-0.638,0.050799999999999956,0,0.1266999999999999,0,0.006899999999999994,0,0.08039999999999993,0,0.16219999999999984,0,0.01099999999999999,0
-0.637,0.050799999999999956,0,0.1266999999999999,0,0.006899999999999994,0,0.08039999999999993,0,0.16219999999999984,0,0.01099999999999999,0
-0.636,0.050799999999999956,0,0.1266999999999999,0,0.006899999999999994,0,0.08039999999999993,0,0.16219999999999984,0,0.01099999999999999,0
-0.635,0.050799999999999956,0,0.1266999999999999,0,0.006899999999999994,0,0.08039999999999993,0,0.16219999999999984,0,0.01099999999999999,0
-0.634,0.050799999999999956,0,0.1266999999999999,0,0.006899999999999994,0,0.08039999999999993,0,0.16219999999999984,0,0.01099999999999999,0
-0.633,0.050799999999999956,0,0.1266999999999999,0,0.006899999999999994,0,0.08039999999999993,0,0.16219999999999984,0,0.01099999999999999,0
-0.632,0.050799999999999956,0,0.1266999999999999,0,0.006899999999999994,0,0.08039999999999993,0,0.16219999999999984,0,0.01099999999999999,0
-0.631,0.050799999999999956,0,0.1266999999999999,0,0.006899999999999994,0,0.08039999999999993,0,0.16219999999999984,0,0.01099999999999999,0
